Time,ms,Acc_x,Acc_y,Acc_z,Ori_x,Ori_y,Ori_z,Spoon_loc_x,Spoon_loc_y,Spoon_loc_z,Score,Out,Trials,Remains
03:41:15.476,2,0.08,0.04,0.14,28.3,256,-27.7,0.7120728,1.404157,-0.003598452,18,30,48,80
03:41:15.504,31,0.05,0.07,0.16,28.3,256,-27.7,0.7131047,1.403336,-0.003150702,18,30,48,80
03:41:15.539,65,0,0.05,0.27,28,256,-27.8,0.713489,1.403275,-0.003114939,18,30,48,80
03:41:15.559,85,0.02,0.06,0.28,28,256,-27.8,0.7141547,1.403176,-0.003439188,18,30,48,80
03:41:15.586,113,0.01,0.04,0.24,28,256,-27.8,0.7146487,1.402961,-0.003407478,18,30,48,80
03:41:15.618,145,-0.09,0.02,0.06,28.1,256,-27.8,0.7146487,1.402961,-0.003407478,18,30,48,80
03:41:15.639,166,-0.08,0,0.09,28.1,256,-27.8,0.7148079,1.402814,-0.003060579,18,30,48,80
03:41:15.657,183,0.01,-0.01,0.11,28.1,256,-27.8,0.7149596,1.402625,-0.002629519,18,30,48,80
03:41:15.688,214,0,-0.04,0.08,28.1,256,-27.8,0.7151026,1.402551,-0.002487898,18,30,48,80
03:41:15.722,248,-0.01,-0.06,0,28.1,256,-27.8,0.7151818,1.402524,-0.002241611,18,30,48,80
03:41:15.741,268,-0.07,-0.03,0.02,28,256,-27.8,0.715197,1.402432,-0.001918077,18,30,48,80
03:41:15.786,312,-0.03,-0.05,0.01,28,256,-27.7,0.7151999,1.402338,-0.001634836,18,30,48,80
03:41:15.820,346,0.01,-0.06,-0.05,28,256,-27.7,0.7151417,1.40229,-0.001492977,18,30,48,80
03:41:15.838,364,0.07,-0.07,-0.02,28,256,-27.6,0.715135,1.402426,-0.001855373,18,30,48,80
03:41:15.865,391,0.06,-0.05,-0.02,28,256,-27.6,0.7150311,1.402548,-0.002166748,18,30,48,80
03:41:15.899,425,0.09,-0.03,0.05,27.8,256,-27.5,0.7150311,1.402548,-0.002166748,18,30,48,80
03:41:15.919,445,0.03,-0.02,0.06,27.8,256,-27.5,0.715075,1.402614,-0.002611637,18,30,48,80
03:41:15.941,467,0.05,0,0.12,27.7,256,-27.4,0.7152495,1.402752,-0.003247976,18,30,48,80
03:41:15.961,488,0.02,0,0.13,27.6,256,-27.4,0.7154011,1.402868,-0.00377965,18,30,48,80
03:41:15.983,510,0.08,-0.03,0.05,27.6,256,-27.4,0.7155508,1.403136,-0.004561424,18,30,48,80
03:41:15.997,524,0.13,-0.03,0.08,27.6,255.9,-27.4,0.7154307,1.40374,-0.005340815,18,30,48,80
03:41:16.036,563,0.12,-0.06,0.05,27.5,255.9,-27.3,0.715322,1.404353,-0.006137133,18,30,48,80
03:41:16.054,580,-0.13,-0.04,-0.07,27.5,255.8,-27.2,0.7150692,1.404644,-0.006425381,18,30,48,80
03:41:16.091,618,-0.13,-0.04,-0.07,27.5,255.8,-27.2,0.7140889,1.405315,-0.007290363,18,30,48,80
03:41:16.124,650,-0.16,-0.09,-0.29,27.3,255.5,-26.5,0.7140688,1.405337,-0.007439375,18,30,48,80
03:41:16.146,672,-0.73,0.06,-0.13,26.9,254.8,-25.4,0.7150425,1.405125,-0.008172512,18,30,48,80
03:41:16.167,693,-0.83,-0.16,-0.16,26.8,254.6,-24.9,0.7184758,1.404562,-0.01093626,18,30,48,80
03:41:16.197,723,-1.06,0.07,-0.22,26.6,254,-23.9,0.7213244,1.403877,-0.01268625,18,30,48,80
03:41:16.236,762,-0.74,0.12,-0.52,26.4,253.4,-21.9,0.724812,1.4031,-0.01668358,18,30,48,80
03:41:16.270,796,-0.05,0.16,-0.07,26.1,252.4,-18.2,0.7312817,1.39865,-0.01827717,18,30,48,80
03:41:16.299,825,0.14,0.12,0.25,26,251.8,-14.2,0.742536,1.391973,-0.02549529,18,30,48,80
03:41:16.323,849,0.36,0.08,0.25,26,251.6,-13.4,0.7491545,1.385908,-0.02676797,18,30,48,80
03:41:16.352,878,1.12,-0.19,0.24,26.1,251.3,-11.5,0.7517084,1.383744,-0.02717423,18,30,48,80
03:41:16.386,912,1.21,-0.22,0.23,26.3,251,-9.8,0.7535281,1.38401,-0.0306282,18,30,48,80
03:41:16.414,940,1.05,-0.31,0.01,26.5,250.7,-7.3,0.7528605,1.385102,-0.03174043,18,30,48,80
03:41:16.447,974,0.74,-0.21,-0.07,26.5,250.8,-7,0.7492337,1.389184,-0.03335738,18,30,48,80
03:41:16.475,1002,0.51,-0.08,-0.1,26.5,251.3,-6.7,0.7462506,1.392413,-0.0356729,18,30,48,80
03:41:16.497,1023,0.3,0,-0.01,26.4,251.4,-6.7,0.7450508,1.393708,-0.03791714,18,30,48,80
03:41:16.526,1053,0.34,-0.01,0.09,26.3,251.5,-6.7,0.7432322,1.395379,-0.03976345,18,30,48,80
03:41:16.560,1086,0.31,0.01,0.18,26,251.6,-6.8,0.7425398,1.395998,-0.04032183,18,30,48,80
03:41:16.580,1106,0.09,0.02,0.24,25.8,251.9,-7,0.7430462,1.395853,-0.04144859,18,30,48,80
03:41:16.597,1124,0.08,0.07,0.24,25.7,252,-7.1,0.7451805,1.39414,-0.04332781,18,30,48,80
03:41:16.619,1145,0.19,-0.02,0.16,25.6,252.1,-7.2,0.7451805,1.39414,-0.04332781,18,30,48,80
03:41:16.639,1166,0.2,-0.01,0.09,25.6,252.2,-7.2,0.7475228,1.392491,-0.04451442,18,30,48,80
03:41:16.672,1198,0.2,-0.02,0.09,25.5,252.3,-7.3,0.7498011,1.390996,-0.0461607,18,30,48,80
03:41:16.693,1219,0.17,0.07,0.08,25.4,252.3,-7.4,0.7525505,1.388751,-0.04825282,18,30,48,80
03:41:16.713,1239,0.18,0,0.11,25.3,252.3,-7.4,0.7564425,1.384848,-0.04975557,18,30,48,80
03:41:16.735,1261,0.23,0,0.08,25.3,252.3,-7.5,0.759047,1.382039,-0.0504117,18,30,48,80
03:41:16.765,1291,0.22,-0.03,0.08,25.3,252.3,-7.5,0.761064,1.379834,-0.05123544,18,30,48,80
03:41:16.786,1313,0.23,0.02,0.15,25.1,252.3,-7.6,0.7628531,1.377998,-0.05214667,18,30,48,80
03:41:16.819,1345,0.2,0.02,0.23,24.9,252.5,-7.9,0.7646088,1.376442,-0.05291963,18,30,48,80
03:41:16.848,1374,0.23,0.05,0.24,24.9,252.5,-8,0.7628235,1.377997,-0.0526576,18,30,48,80
03:41:16.865,1392,0.15,0,0.22,24.8,252.4,-8.1,0.7619471,1.378559,-0.05295682,18,30,48,80
03:41:16.897,1423,0.09,0.05,0.21,24.8,252.4,-8.2,0.761619,1.378748,-0.05307961,18,30,48,80
03:41:16.935,1461,-0.02,0.05,0.1,24.8,252.4,-8.6,0.761269,1.378983,-0.05304933,18,30,48,80
03:41:16.967,1493,-0.09,0.03,0.13,24.8,252.4,-8.7,0.761537,1.378664,-0.05246091,18,30,48,80
03:41:17.006,1533,-0.09,-0.02,-0.02,24.8,252.3,-9,0.7624869,1.37808,-0.05239439,0,77,77,51
03:41:17.033,1559,-0.06,-0.01,-0.07,24.8,252.3,-9.1,0.7637295,1.377151,-0.0524869,0,60,60,68
03:41:17.052,1579,-0.03,0,-0.1,24.8,252.3,-9.1,0.7641472,1.376663,-0.05212688,0,45,45,83
03:41:17.083,1609,-0.03,-0.04,0,24.8,252.2,-9.2,0.764275,1.376042,-0.05098891,0,31,31,97
03:41:17.118,1644,0.08,-0.02,0.08,24.8,252.3,-9.3,0.7639546,1.376338,-0.05055928,0,12,12,116
03:41:17.152,1678,0.02,-0.03,0.06,24.8,252.3,-9.4,0.7636589,1.376572,-0.04995728,0,0,0,128
03:41:17.181,1708,0.03,0.02,0.11,24.8,252,-9.4,0.7635292,1.376684,-0.0490489,0,0,0,128
03:41:17.197,1724,0.09,0,0.1,24.8,252,-9.5,0.7634615,1.376517,-0.04822087,0,0,0,128
03:41:17.233,1759,0.03,0,0.09,24.8,252,-9.5,0.7631392,1.376827,-0.04781938,0,1,1,127
03:41:17.258,1785,0.15,-0.01,0.04,24.8,252,-9.6,0.762485,1.377445,-0.04708815,0,2,2,126
03:41:17.283,1810,0.13,-0.01,0.09,24.8,251.9,-9.7,0.7615084,1.378366,-0.0456562,0,2,2,126
03:41:17.306,1833,0.15,0,0.1,24.8,251.9,-9.7,0.7613577,1.378458,-0.04478002,0,2,2,126
03:41:17.325,1852,0.17,-0.07,0.11,24.8,251.9,-9.7,0.7611937,1.378559,-0.0435555,0,2,2,126
03:41:17.347,1874,0.15,-0.06,0.08,24.8,251.9,-9.7,0.7611937,1.378559,-0.0435555,0,2,2,126
03:41:17.379,1905,0.01,-0.08,-0.09,24.8,251.8,-9.9,0.761291,1.37837,-0.04267836,0,3,3,125
03:41:17.412,1939,0,-0.1,-0.09,24.8,251.7,-9.9,0.7610058,1.378622,-0.04192257,0,3,3,125
